sa2_code,sa2_name,state_name,industry_code,industry_label,opportunity_score,underserved_businesses,observed_businesses,expected_businesses_state_median_density,demand_index
310041302,"Redbank Plains","Queensland",L,"Rental, Hiring and Real Estate Services",277.765,213.52,28,241.52,0.7009
507051313,"Baldivis - South","Western Australia",L,"Rental, Hiring and Real Estate Services",226.1358,158.2,62,220.2,0.8295
213051468,"Werribee - West","Victoria",L,"Rental, Hiring and Real Estate Services",215.9627,160.96,103,263.96,0.7417
116031316,"Lethbridge Park - Tregear","New South Wales",L,"Rental, Hiring and Real Estate Services",214.5536,169.64,32,201.64,0.6647
318021582,"Burdell - Mount Low","Queensland",L,"Rental, Hiring and Real Estate Services",213.7951,150.98,35,185.98,0.8161
402021028,"Craigmore - Blakeview","South Australia",L,"Rental, Hiring and Real Estate Services",208.8861,164.25,22,186.25,0.6717
310041302,"Redbank Plains","Queensland",M,"Professional, Scientific and Technical Services",206.5867,158.81,77,235.81,0.7009
314021389,"Murrumba Downs - Griffin","Queensland",L,"Rental, Hiring and Real Estate Services",205.4766,154.04,74,228.04,0.7339
402021032,"Munno Para West - Angle Vale","South Australia",L,"Rental, Hiring and Real Estate Services",195.1786,138.5,54,192.5,0.8092
313021366,"Caboolture - South","Queensland",L,"Rental, Hiring and Real Estate Services",189.7726,158.46,73,231.46,0.5976
116031316,"Lethbridge Park - Tregear","New South Wales",M,"Professional, Scientific and Technical Services",189.5085,149.84,73,222.84,0.6647
102021056,"Warnervale - Wadalba","New South Wales",L,"Rental, Hiring and Real Estate Services",187.4609,139.26,60,199.26,0.7461
123021436,"Bradbury - Wedderburn","New South Wales",L,"Rental, Hiring and Real Estate Services",184.2854,155.54,29,184.54,0.5848
127011729,"Oran Park","New South Wales",L,"Rental, Hiring and Real Estate Services",183.7241,126.44,88,214.44,0.8531
402041044,"Paralowie","South Australia",L,"Rental, Hiring and Real Estate Services",177.4803,141.64,21,162.64,0.653
507051191,"Singleton - Golden Bay - Secret Harbour","Western Australia",L,"Rental, Hiring and Real Estate Services",177.4037,123.35,62,185.35,0.8382
116021629,"Marsden Park - Shanes Park","New South Wales",L,"Rental, Hiring and Real Estate Services",177.4029,117.03,126,243.03,0.9158
310031294,"Ripley","Queensland",L,"Rental, Hiring and Real Estate Services",176.9631,121.84,53,174.84,0.8525
310041304,"Springfield Lakes","Queensland",L,"Rental, Hiring and Real Estate Services",176.7524,118.58,124,242.58,0.8905
505031099,"Butler - Merriwa - Ridgewood","Western Australia",L,"Rental, Hiring and Real Estate Services",176.0907,150.58,36,186.58,0.5694
106011111,"Kurri Kurri - Abermain","New South Wales",M,"Professional, Scientific and Technical Services",175.2128,149.75,75,224.75,0.57
116011306,"Doonside - Woodcroft","New South Wales",L,"Rental, Hiring and Real Estate Services",174.2557,137.1,76,213.1,0.671
507031169,"Wellard (West) - Bertram","Western Australia",L,"Rental, Hiring and Real Estate Services",173.8456,122.79,38,160.79,0.8158
506011110,"Armadale - Wungong - Brookdale","Western Australia",L,"Rental, Hiring and Real Estate Services",172.7329,145.36,56,201.36,0.5883
213041578,"Melton South - Weir Views","Victoria",L,"Rental, Hiring and Real Estate Services",172.6228,139.98,48,187.98,0.6332
502011027,"Mandurah - North","Western Australia",L,"Rental, Hiring and Real Estate Services",171.0568,134.36,50,184.36,0.6732
209041224,"Wallan","Victoria",L,"Rental, Hiring and Real Estate Services",170.9546,126.5,119,245.5,0.7514
116031315,"Hassall Grove - Plumpton","New South Wales",L,"Rental, Hiring and Real Estate Services",170.7232,132.03,60,192.03,0.6931
213041358,"Melton West","Victoria",L,"Rental, Hiring and Real Estate Services",170.6596,139.04,57,196.04,0.6274
124051470,"St Clair","New South Wales",L,"Rental, Hiring and Real Estate Services",170.558,137.65,44,181.65,0.6391
123021444,"Rosemeadow - Glen Alpine","New South Wales",L,"Rental, Hiring and Real Estate Services",170.2989,137.96,60,197.96,0.6344
212031557,"Cranbourne East - North","Victoria",L,"Rental, Hiring and Real Estate Services",170.0832,135.28,82,217.28,0.6573
505031255,"Alkimos - Eglinton","Western Australia",L,"Rental, Hiring and Real Estate Services",169.8721,119.49,25,144.49,0.8216
106011111,"Kurri Kurri - Abermain","New South Wales",L,"Rental, Hiring and Real Estate Services",168.9192,144.37,59,203.37,0.57
106011108,"Cessnock","New South Wales",M,"Professional, Scientific and Technical Services",168.2819,160.07,79,239.07,0.4513
116031313,"Bidwill - Hebersham - Emerton","New South Wales",L,"Rental, Hiring and Real Estate Services",168.1025,146.18,22,168.18,0.55
124031462,"Kingswood - Werrington","New South Wales",M,"Professional, Scientific and Technical Services",167.1998,124.02,144,268.02,0.7482
116031317,"Mount Druitt - Whalan","New South Wales",M,"Professional, Scientific and Technical Services",166.7766,134.11,104,238.11,0.6436
127021516,"Fairfield - West","New South Wales",M,"Professional, Scientific and Technical Services",166.7638,139.98,77,216.98,0.5913
107031136,"Albion Park - Macquarie Pass","New South Wales",L,"Rental, Hiring and Real Estate Services",166.622,128.34,74,202.34,0.6983
123021438,"Claymore - Eagle Vale - Raby","New South Wales",L,"Rental, Hiring and Real Estate Services",166.6146,137.29,45,182.29,0.6136
127011504,"Ashcroft - Busby - Miller","New South Wales",L,"Rental, Hiring and Real Estate Services",165.9521,148.46,14,162.46,0.5179
116021563,"Quakers Hill","New South Wales",L,"Rental, Hiring and Real Estate Services",165.8768,119.35,112,231.35,0.7899
116031313,"Bidwill - Hebersham - Emerton","New South Wales",M,"Professional, Scientific and Technical Services",165.4338,143.86,42,185.86,0.55
210051445,"Mickleham - Yuroke","Victoria",L,"Rental, Hiring and Real Estate Services",165.2479,121.6,184,305.6,0.759
314021577,"Kallangur","Queensland",L,"Rental, Hiring and Real Estate Services",162.1772,146.18,54,200.18,0.5094
209041437,"Wollert","Victoria",L,"Rental, Hiring and Real Estate Services",161.8583,118.11,172,290.11,0.7705
124031462,"Kingswood - Werrington","New South Wales",L,"Rental, Hiring and Real Estate Services",161.14,119.53,123,242.53,0.7482
402021029,"Davoren Park","South Australia",L,"Rental, Hiring and Real Estate Services",160.3957,125.28,51,176.28,0.6803
210051445,"Mickleham - Yuroke","Victoria",M,"Professional, Scientific and Technical Services",159.6706,117.49,218,335.49,0.759
203021487,"Grovedale - Mount Duneed","Victoria",L,"Rental, Hiring and Real Estate Services",159.4629,137.03,103,240.03,0.5637
209041224,"Wallan","Victoria",M,"Professional, Scientific and Technical Services",158.8142,117.51,152,269.51,0.7514
213041358,"Melton West","Victoria",M,"Professional, Scientific and Technical Services",157.3778,128.22,87,215.22,0.6274
123011701,"Mount Annan","New South Wales",L,"Rental, Hiring and Real Estate Services",156.9349,116.84,57,173.84,0.7432
113031269,"Wagga Wagga - South","New South Wales",M,"Professional, Scientific and Technical Services",156.1042,142.52,86,228.52,0.4953
506041135,"Huntingdale - Southern River","Western Australia",L,"Rental, Hiring and Real Estate Services",155.3514,110.17,74,184.17,0.8101
505021085,"Balga - Mirrabooka","Western Australia",L,"Rental, Hiring and Real Estate Services",154.8057,133.68,36,169.68,0.558
506061142,"Byford","Western Australia",L,"Rental, Hiring and Real Estate Services",154.4399,109.91,76,185.91,0.8052
102021044,"Bateau Bay - Killarney Vale","New South Wales",L,"Rental, Hiring and Real Estate Services",154.1597,144.94,60,204.94,0.4636
106011108,"Cessnock","New South Wales",L,"Rental, Hiring and Real Estate Services",153.836,146.33,70,216.33,0.4513
127011504,"Ashcroft - Busby - Miller","New South Wales",M,"Professional, Scientific and Technical Services",153.7426,137.53,42,179.53,0.5179
203031053,"Torquay","Victoria",I,"Transport, Postal and Warehousing",153.4911,127.54,41,168.54,0.6034
313021366,"Caboolture - South","Queensland",M,"Professional, Scientific and Technical Services",153.2731,127.99,98,225.99,0.5976
102021048,"Gorokan - Kanwal - Charmhaven","New South Wales",L,"Rental, Hiring and Real Estate Services",152.5208,157.71,45,202.71,0.3671
504031298,"Aveley","Western Australia",L,"Rental, Hiring and Real Estate Services",152.0878,106.44,31,137.44,0.8288
506041134,"Gosnells","Western Australia",L,"Rental, Hiring and Real Estate Services",150.1401,133.77,37,170.77,0.5224
107011131,"Dapto - Avondale","New South Wales",L,"Rental, Hiring and Real Estate Services",149.5475,149.77,71,220.77,0.3985
127021513,"Canley Vale - Canley Heights","New South Wales",M,"Professional, Scientific and Technical Services",149.0077,127.31,94,221.31,0.5704
102021048,"Gorokan - Kanwal - Charmhaven","New South Wales",M,"Professional, Scientific and Technical Services",147.985,153.02,71,224.02,0.3671
116031315,"Hassall Grove - Plumpton","New South Wales",M,"Professional, Scientific and Technical Services",147.6879,114.21,98,212.21,0.6931
506011110,"Armadale - Wungong - Brookdale","Western Australia",M,"Professional, Scientific and Technical Services",145.3452,122.31,80,202.31,0.5883
311031311,"Boronia Heights - Park Ridge","Queensland",L,"Rental, Hiring and Real Estate Services",144.7773,120.26,100,220.26,0.6039
310011564,"Forest Lake - Ellen Grove","Queensland",L,"Rental, Hiring and Real Estate Services",144.5929,111.8,94,205.8,0.6933
111031226,"Maryland - Fletcher - Minmi","New South Wales",L,"Rental, Hiring and Real Estate Services",143.8505,108.09,48,156.09,0.7308
209041437,"Wollert","Victoria",M,"Professional, Scientific and Technical Services",143.1933,104.49,214,318.49,0.7705
107031136,"Albion Park - Macquarie Pass","New South Wales",M,"Professional, Scientific and Technical Services",142.3054,109.61,114,223.61,0.6983
311031317,"Marsden","Queensland",L,"Rental, Hiring and Real Estate Services",142.164,115.39,33,148.39,0.6321
127021516,"Fairfield - West","New South Wales",L,"Rental, Hiring and Real Estate Services",139.7922,117.34,79,196.34,0.5913
504031300,"Ellenbrook","Western Australia",L,"Rental, Hiring and Real Estate Services",139.257,106.67,48,154.67,0.7055
311031317,"Marsden","Queensland",M,"Professional, Scientific and Technical Services",139.0696,112.88,32,144.88,0.6321
310031294,"Ripley","Queensland",M,"Professional, Scientific and Technical Services",138.9995,95.7,75,170.7,0.8525
212031557,"Cranbourne East - North","Victoria",M,"Professional, Scientific and Technical Services",138.9738,110.54,128,238.54,0.6573
313041375,"Narangba","Queensland",L,"Rental, Hiring and Real Estate Services",138.0487,96.22,102,198.22,0.8347
212031304,"Cranbourne West","Victoria",L,"Rental, Hiring and Real Estate Services",137.7076,103.15,112,215.15,0.7351
111031233,"Wallsend - Elermore Vale","New South Wales",L,"Rental, Hiring and Real Estate Services",136.8294,127.36,66,193.36,0.4743
123021436,"Bradbury - Wedderburn","New South Wales",M,"Professional, Scientific and Technical Services",134.9952,113.94,90,203.94,0.5848
116011304,"Blacktown (North) - Marayong","New South Wales",L,"Rental, Hiring and Real Estate Services",134.7551,109.72,80,189.72,0.6282
504031057,"Beechboro","Western Australia",L,"Rental, Hiring and Real Estate Services",134.5528,100.72,85,185.72,0.7359
406011136,"Whyalla","South Australia",L,"Rental, Hiring and Real Estate Services",133.7851,135.58,56,191.58,0.3868
212031304,"Cranbourne West","Victoria",M,"Professional, Scientific and Technical Services",133.7658,100.19,136,236.19,0.7351
507011161,"Success - Hammond Park","Western Australia",L,"Rental, Hiring and Real Estate Services",133.5671,91.72,59,150.72,0.8562
402021031,"Elizabeth East","South Australia",L,"Rental, Hiring and Real Estate Services",133.1463,118.14,9,127.14,0.527
311031311,"Boronia Heights - Park Ridge","Queensland",M,"Professional, Scientific and Technical Services",132.4825,110.04,105,215.04,0.6039
110041202,"Tamworth - East","New South Wales",M,"Professional, Scientific and Technical Services",132.3982,136.65,86,222.65,0.3689
208011169,"Brighton (Vic.)","Victoria",I,"Transport, Postal and Warehousing",132.1671,104.75,49,153.75,0.6617
102021056,"Warnervale - Wadalba","New South Wales",M,"Professional, Scientific and Technical Services",130.8541,97.21,123,220.21,0.7461
314011386,"The Hills District","Queensland",L,"Rental, Hiring and Real Estate Services",130.6736,97.48,125,222.48,0.7405
311041571,"Yarrabilba","Queensland",L,"Rental, Hiring and Real Estate Services",130.2797,97.44,28,125.44,0.737
213041578,"Melton South - Weir Views","Victoria",M,"Professional, Scientific and Technical Services",129.9431,105.37,101,206.37,0.6332
213011334,"St Albans - North","Victoria",M,"Professional, Scientific and Technical Services",129.9313,126.2,73,199.2,0.4295
214011372,"Frankston North","Victoria",L,"Rental, Hiring and Real Estate Services",129.4634,133.42,38,171.42,0.3703
506041137,"Thornlie","Western Australia",L,"Rental, Hiring and Real Estate Services",129.1677,118.99,68,186.99,0.4855
311031319,"Regents Park - Heritage Park","Queensland",L,"Rental, Hiring and Real Estate Services",128.7679,99.05,47,146.05,0.7
402051053,"Modbury Heights","South Australia",L,"Rental, Hiring and Real Estate Services",128.6901,107.14,67,174.14,0.6011
505031100,"Carramar","Western Australia",L,"Rental, Hiring and Real Estate Services",128.6588,91.13,65,156.13,0.8118
203021486,"Corio - Lovely Banks","Victoria",M,"Professional, Scientific and Technical Services",128.5635,126.62,49,175.62,0.4153
507051313,"Baldivis - South","Western Australia",M,"Professional, Scientific and Technical Services",127.563,89.24,132,221.24,0.8295
127021512,"Cabramatta West - Mount Pritchard","New South Wales",M,"Professional, Scientific and Technical Services",127.2976,106.61,76,182.61,0.5941
116021632,"Schofields - East","New South Wales",S,"Other Services",126.8004,83.64,77,160.64,0.9161
107011131,"Dapto - Avondale","New South Wales",M,"Professional, Scientific and Technical Services",126.788,126.97,117,243.97,0.3985
212011552,"Pakenham - South West","Victoria",M,"Professional, Scientific and Technical Services",124.1599,103.64,164,267.64,0.598
213011569,"Deer Park","Victoria",M,"Professional, Scientific and Technical Services",123.8782,109.97,65,174.97,0.5265
124031460,"Glenmore Park - Regentville","New South Wales",L,"Rental, Hiring and Real Estate Services",123.3596,90.61,99,189.61,0.7614
123021444,"Rosemeadow - Glen Alpine","New South Wales",M,"Professional, Scientific and Technical Services",123.158,99.77,119,218.77,0.6344
123021438,"Claymore - Eagle Vale - Raby","New South Wales",M,"Professional, Scientific and Technical Services",123.123,101.45,100,201.45,0.6136
203021487,"Grovedale - Mount Duneed","Victoria",M,"Professional, Scientific and Technical Services",122.7845,105.51,158,263.51,0.5637
309071555,"Pimpama - South","Queensland",L,"Rental, Hiring and Real Estate Services",122.7149,90.7,18,108.7,0.753
403021062,"Morphettville","South Australia",L,"Rental, Hiring and Real Estate Services",122.6115,96.29,58,154.29,0.6734
213051362,"Hoppers Crossing - South","Victoria",L,"Rental, Hiring and Real Estate Services",121.9144,111.87,52,163.87,0.4898
127031524,"Holsworthy - Wattle Grove","New South Wales",L,"Rental, Hiring and Real Estate Services",121.4189,90.6,99,189.6,0.7402
123021441,"Leumeah - Minto Heights","New South Wales",L,"Rental, Hiring and Real Estate Services",121.0965,107.93,45,152.93,0.522
310031293,"Raceview","Queensland",M,"Professional, Scientific and Technical Services",121.0673,101.08,35,136.08,0.5977
314021578,"Mango Hill","Queensland",L,"Rental, Hiring and Real Estate Services",120.9597,82.33,68,150.33,0.8692
124031457,"Cambridge Park","New South Wales",L,"Rental, Hiring and Real Estate Services",120.4583,107.87,38,145.87,0.5167
125031484,"Guildford West - Merrylands West","New South Wales",L,"Rental, Hiring and Real Estate Services",120.4423,94.88,124,218.88,0.6694
310041299,"Collingwood Park - Redbank","Queensland",L,"Rental, Hiring and Real Estate Services",120.4053,90.08,31,121.08,0.7366
212031561,"Hampton Park - East","Victoria",M,"Professional, Scientific and Technical Services",120.0503,99.94,27,126.94,0.6013
212041460,"Noble Park - West","Victoria",L,"Rental, Hiring and Real Estate Services",119.6847,113.65,62,175.65,0.4531
127031599,"Lurnea - Cartwright","New South Wales",L,"Rental, Hiring and Real Estate Services",119.5145,98.54,22,120.54,0.6128
402041040,"Ingle Farm","South Australia",L,"Rental, Hiring and Real Estate Services",119.1919,104.21,38,142.21,0.5437
211051281,"Mooroolbark","Victoria",L,"Rental, Hiring and Real Estate Services",119.1431,97.58,112,209.58,0.6209
506061142,"Byford","Western Australia",M,"Professional, Scientific and Technical Services",119.1415,84.79,102,186.79,0.8052
313021368,"Morayfield - East","Queensland",L,"Rental, Hiring and Real Estate Services",119.1193,98.88,15,113.88,0.6046
507051191,"Singleton - Golden Bay - Secret Harbour","Western Australia",I,"Transport, Postal and Warehousing",118.9848,82.73,57,139.73,0.8382
116031317,"Mount Druitt - Whalan","New South Wales",L,"Rental, Hiring and Real Estate Services",118.7129,95.46,120,215.46,0.6436
107041146,"Figtree - Keiraville","New South Wales",L,"Rental, Hiring and Real Estate Services",118.2984,97.1,113,210.1,0.6183
402021032,"Munno Para West - Angle Vale","South Australia",M,"Professional, Scientific and Technical Services",118.2233,83.89,43,126.89,0.8092
505021090,"Nollamara - Westminster","Western Australia",L,"Rental, Hiring and Real Estate Services",117.9651,112.14,51,163.14,0.4519
107031143,"Warilla","New South Wales",M,"Professional, Scientific and Technical Services",117.6713,120.84,82,202.84,0.3738
124051470,"St Clair","New South Wales",M,"Professional, Scientific and Technical Services",117.3958,94.74,106,200.74,0.6391
212041312,"Dandenong North","Victoria",L,"Rental, Hiring and Real Estate Services",117.2412,102.31,99,201.31,0.546
302041041,"Bracken Ridge","Queensland",L,"Rental, Hiring and Real Estate Services",116.9627,90.58,69,159.58,0.6913
403041072,"Aldinga","South Australia",L,"Rental, Hiring and Real Estate Services",116.9233,95.68,52,147.68,0.622
213051590,"Wyndham Vale - South","Victoria",L,"Rental, Hiring and Real Estate Services",116.8804,92.36,30,122.36,0.6654
310031293,"Raceview","Queensland",L,"Rental, Hiring and Real Estate Services",116.6341,97.38,42,139.38,0.5977
311031319,"Regents Park - Heritage Park","Queensland",M,"Professional, Scientific and Technical Services",116.4743,89.59,53,142.59,0.7
308051533,"Clinton - New Auckland","Queensland",L,"Rental, Hiring and Real Estate Services",116.3798,92.02,38,130.02,0.6647
127021513,"Canley Vale - Canley Heights","New South Wales",L,"Rental, Hiring and Real Estate Services",116.1758,99.26,101,200.26,0.5704
209031209,"Eltham","Victoria",I,"Transport, Postal and Warehousing",116.055,92.23,58,150.23,0.6584
113031269,"Wagga Wagga - South","New South Wales",L,"Rental, Hiring and Real Estate Services",115.8644,105.78,101,206.78,0.4953
213051467,"Werribee - East","Victoria",L,"Rental, Hiring and Real Estate Services",115.7838,107.23,58,165.23,0.4798
107031143,"Warilla","New South Wales",L,"Rental, Hiring and Real Estate Services",115.4365,118.55,65,183.55,0.3738
212011549,"Pakenham - North East","Victoria",L,"Rental, Hiring and Real Estate Services",115.3248,94.51,47,141.51,0.6202
502011027,"Mandurah - North","Western Australia",M,"Professional, Scientific and Technical Services",114.8758,90.23,95,185.23,0.6732
111021217,"Edgeworth - Cameron Park","New South Wales",L,"Rental, Hiring and Real Estate Services",114.4824,86.99,74,160.99,0.7161
116011561,"Blacktown - West","New South Wales",L,"Rental, Hiring and Real Estate Services",114.0935,91.55,67,158.55,0.6462
202011025,"White Hills - Ascot","Victoria",M,"Professional, Scientific and Technical Services",113.5522,97.81,51,148.81,0.561
403041177,"Seaford - Seaford Meadows","South Australia",L,"Rental, Hiring and Real Estate Services",113.3892,89.35,44,133.35,0.6691
402041043,"Parafield Gardens","South Australia",L,"Rental, Hiring and Real Estate Services",113.1386,98.85,65,163.85,0.5446
313021572,"Caboolture - East","Queensland",M,"Professional, Scientific and Technical Services",113.0205,95.36,68,163.36,0.5852
402021029,"Davoren Park","South Australia",M,"Professional, Scientific and Technical Services",112.9224,88.2,28,116.2,0.6803
506041134,"Gosnells","Western Australia",M,"Professional, Scientific and Technical Services",112.8867,100.58,71,171.58,0.5224
505031099,"Butler - Merriwa - Ridgewood","Western Australia",M,"Professional, Scientific and Technical Services",112.8039,96.46,91,187.46,0.5694
403021064,"Warradale","South Australia",L,"Rental, Hiring and Real Estate Services",112.6011,94.87,60,154.87,0.5869
212041460,"Noble Park - West","Victoria",M,"Professional, Scientific and Technical Services",112.5056,106.83,86,192.83,0.4531
202011025,"White Hills - Ascot","Victoria",L,"Rental, Hiring and Real Estate Services",112.0888,96.55,39,135.55,0.561
116031319,"Rooty Hill - Minchinbury","New South Wales",M,"Professional, Scientific and Technical Services",111.9983,89.73,139,228.73,0.6481
127011727,"Gledswood Hills - Gregory Hills","New South Wales",L,"Rental, Hiring and Real Estate Services",111.6013,75.94,97,172.94,0.8696
314021577,"Kallangur","Queensland",M,"Professional, Scientific and Technical Services",111.435,100.44,95,195.44,0.5094
124031457,"Cambridge Park","New South Wales",M,"Professional, Scientific and Technical Services",110.7804,99.2,62,161.2,0.5167
402011026,"Gawler - South","South Australia",L,"Rental, Hiring and Real Estate Services",110.6733,92.54,117,209.54,0.5959
217041479,"Warrnambool - North","Victoria",M,"Professional, Scientific and Technical Services",110.6119,115.36,102,217.36,0.3589
210051545,"Roxburgh Park - North","Victoria",L,"Rental, Hiring and Real Estate Services",110.4313,91.29,42,133.29,0.6097
402021028,"Craigmore - Blakeview","South Australia",M,"Professional, Scientific and Technical Services",110.3534,86.77,36,122.77,0.6717
213011335,"St Albans - South","Victoria",M,"Professional, Scientific and Technical Services",110.0371,102.49,66,168.49,0.4736
318021582,"Burdell - Mount Low","Queensland",M,"Professional, Scientific and Technical Services",109.8524,77.57,104,181.57,0.8161
315021405,"Mount Isa","Queensland",M,"Professional, Scientific and Technical Services",109.81,86.55,67,153.55,0.6687
127011596,"Hoxton Park - Carnes Hill - Horningsea Park","New South Wales",L,"Rental, Hiring and Real Estate Services",109.5632,78.08,47,125.08,0.8033
212031561,"Hampton Park - East","Victoria",L,"Rental, Hiring and Real Estate Services",108.8648,90.63,25,115.63,0.6013
123011702,"Spring Farm","New South Wales",L,"Rental, Hiring and Real Estate Services",108.4129,75.44,26,101.44,0.8371
304041104,"Upper Kedron - Ferny Grove","Queensland",L,"Rental, Hiring and Real Estate Services",108.1747,73.32,35,108.32,0.8755
402051054,"Redwood Park","South Australia",L,"Rental, Hiring and Real Estate Services",108.1538,87.3,61,148.3,0.6388
210051545,"Roxburgh Park - North","Victoria",M,"Professional, Scientific and Technical Services",108.0591,89.32,57,146.32,0.6097
313041373,"Deception Bay","Queensland",M,"Professional, Scientific and Technical Services",108.0233,108.34,94,202.34,0.3971
111021217,"Edgeworth - Cameron Park","New South Wales",M,"Professional, Scientific and Technical Services",107.8007,81.91,96,177.91,0.7161
402021034,"Smithfield - Elizabeth North","South Australia",L,"Rental, Hiring and Real Estate Services",107.7211,94.28,19,113.28,0.5426
213051468,"Werribee - West","Victoria",G,"Retail Trade",107.4494,80.08,95,175.08,0.7417
116031319,"Rooty Hill - Minchinbury","New South Wales",L,"Rental, Hiring and Real Estate Services",107.3082,85.97,121,206.97,0.6481
212031558,"Cranbourne East - South","Victoria",L,"Rental, Hiring and Real Estate Services",106.7557,79.56,51,130.56,0.7418
123021706,"Macquarie Fields","New South Wales",L,"Rental, Hiring and Real Estate Services",106.5653,93.05,36,129.05,0.5452
106021615,"Rutherford (North) - Aberglasslyn","New South Wales",M,"Professional, Scientific and Technical Services",105.8363,85.97,104,189.97,0.6311
203031490,"Ocean Grove","Victoria",I,"Transport, Postal and Warehousing",105.7437,98.78,32,130.78,0.4705
102011040,"Umina - Booker Bay - Patonga","New South Wales",L,"Rental, Hiring and Real Estate Services",105.6968,116.92,106,222.92,0.304
311031313,"Chambers Flat - Logan Reserve","Queensland",L,"Rental, Hiring and Real Estate Services",105.6008,84.43,45,129.43,0.6508
310021280,"Lockyer Valley - East","Queensland",L,"Rental, Hiring and Real Estate Services",105.0954,101.33,100,201.33,0.4372
213041574,"Fraser Rise - Plumpton","Victoria",L,"Rental, Hiring and Real Estate Services",104.9162,71.1,108,179.1,0.8756
504031056,"Ballajura","Western Australia",L,"Rental, Hiring and Real Estate Services",104.8361,90.12,53,143.12,0.5633
210051247,"Meadow Heights","Victoria",L,"Rental, Hiring and Real Estate Services",104.5751,95.25,34,129.25,0.4979
106021615,"Rutherford (North) - Aberglasslyn","New South Wales",L,"Rental, Hiring and Real Estate Services",104.5188,84.9,87,171.9,0.6311
214011374,"Langwarrin","Victoria",I,"Transport, Postal and Warehousing",104.4261,87.21,77,164.21,0.5974
210051247,"Meadow Heights","Victoria",M,"Professional, Scientific and Technical Services",104.1846,94.89,47,141.89,0.4979
213051589,"Wyndham Vale - North","Victoria",L,"Rental, Hiring and Real Estate Services",104.1592,77.51,36,113.51,0.7438
507031169,"Wellard (West) - Bertram","Western Australia",M,"Professional, Scientific and Technical Services",104.1311,73.55,88,161.55,0.8158
213051467,"Werribee - East","Victoria",M,"Professional, Scientific and Technical Services",104.0829,96.39,85,181.39,0.4798
101051539,"Goulburn","New South Wales",M,"Professional, Scientific and Technical Services",103.4866,99.28,150,249.28,0.4423
111031226,"Maryland - Fletcher - Minmi","New South Wales",M,"Professional, Scientific and Technical Services",103.1388,77.5,95,172.5,0.7308
214021381,"Mount Eliza","Victoria",I,"Transport, Postal and Warehousing",103.0058,83.24,38,121.24,0.6375
119011361,"Yagoona - Birrong","New South Wales",L,"Rental, Hiring and Real Estate Services",102.7731,83.64,125,208.64,0.6287
203021043,"Lara","Victoria",L,"Rental, Hiring and Real Estate Services",102.7191,81.47,117,198.47,0.6608
124051580,"Colyton - Oxley Park","New South Wales",M,"Professional, Scientific and Technical Services",102.0407,81.94,53,134.94,0.6454
103041078,"Orange - North","New South Wales",M,"Professional, Scientific and Technical Services",101.948,83.02,152,235.02,0.628
105021097,"Broken Hill","New South Wales",M,"Professional, Scientific and Technical Services",101.7777,121.81,51,172.81,0.2356
310041302,"Redbank Plains","Queensland",G,"Retail Trade",101.6811,78.16,47,125.16,0.7009
127021509,"Bonnyrigg Heights - Bonnyrigg","New South Wales",M,"Professional, Scientific and Technical Services",101.4048,85.62,86,171.62,0.5843
312021342,"Andergrove - Beaconsfield","Queensland",L,"Rental, Hiring and Real Estate Services",101.3763,89.46,55,144.46,0.5333
203021485,"Charlemont","Victoria",L,"Rental, Hiring and Real Estate Services",101.2822,85.18,36,121.18,0.589
210051443,"Craigieburn - South","Victoria",M,"Professional, Scientific and Technical Services",101.1399,77.45,151,228.45,0.7058
212031558,"Cranbourne East - South","Victoria",M,"Professional, Scientific and Technical Services",101.0839,75.34,68,143.34,0.7418
124051580,"Colyton - Oxley Park","New South Wales",L,"Rental, Hiring and Real Estate Services",101.0002,81.1,41,122.1,0.6454
116031316,"Lethbridge Park - Tregear","New South Wales",Q,"Health Care and Social Assistance",100.9693,79.83,60,139.83,0.6647
209021523,"Reservoir - North East","Victoria",L,"Rental, Hiring and Real Estate Services",100.9506,96.03,42,138.03,0.4513
507011148,"Banjup","Western Australia",L,"Rental, Hiring and Real Estate Services",100.8697,67.77,120,187.77,0.8884
213011333,"Kings Park (Vic.)","Victoria",L,"Rental, Hiring and Real Estate Services",100.6586,97.36,23,120.36,0.4339
127021512,"Cabramatta West - Mount Pritchard","New South Wales",L,"Rental, Hiring and Real Estate Services",100.586,84.24,81,165.24,0.5941
124051581,"St Marys - North St Marys","New South Wales",M,"Professional, Scientific and Technical Services",100.4638,80.29,103,183.29,0.6513
209041527,"Doreen - North","Victoria",L,"Rental, Hiring and Real Estate Services",100.3781,75.87,73,148.87,0.723
505021085,"Balga - Mirrabooka","Western Australia",M,"Professional, Scientific and Technical Services",100.1497,86.48,84,170.48,0.558
107011132,"Horsley - Kembla Grange","New South Wales",L,"Rental, Hiring and Real Estate Services",100.1123,72.57,53,125.57,0.7796
214011374,"Langwarrin","Victoria",L,"Rental, Hiring and Real Estate Services",99.9176,83.45,139,222.45,0.5974
301011001,"Alexandra Hills","Queensland",L,"Rental, Hiring and Real Estate Services",99.3077,85.85,62,147.85,0.5568
108021155,"Kempsey","New South Wales",M,"Professional, Scientific and Technical Services",99.0066,111.91,48,159.91,0.2847
211031267,"Ringwood East","Victoria",L,"Rental, Hiring and Real Estate Services",98.5919,75.92,113,188.92,0.6987
212041312,"Dandenong North","Victoria",M,"Professional, Scientific and Technical Services",98.5541,86,135,221,0.546
